epoch	step	loss	l1	ciou	train_iou	train_mIoU	lr	mIoU	Acc@0.25	Acc@0.5	Acc@0.75	Acc@0.9	blind_mIoU	delta	sec
21	165858	1.5088	0.0795	0.5556	0.4813	0.4993	0.8858	0.4081	0.7144	0.3826	0.0849	0.0069	0.1413	0.2673	27560
22	173397	1.4966	0.0786	0.5518	0.4846	0.5051	0.8756	0.4056	0.7153	0.3867	0.0752	0.0042	0.1482	0.2577	28814
23	180936	1.4861	0.0779	0.5483	0.4878	0.5090	0.8650	0.4069	0.7093	0.3858	0.0812	0.0051	0.1445	0.2628	30066
24	188475	1.4754	0.0771	0.5449	0.4909	0.5166	0.8541	0.4083	0.7102	0.3816	0.0877	0.0102	0.1455	0.2629	31317
25	196014	1.4654	0.0765	0.5413	0.4941	0.5145	0.8428	0.4106	0.7153	0.4010	0.0794	0.0083	0.1487	0.2623	32570
26	203553	1.4568	0.0759	0.5385	0.4967	0.5183	0.8312	0.4115	0.7130	0.3876	0.0808	0.0074	0.1460	0.2652	33823
27	211092	1.4462	0.0752	0.5351	0.4998	0.5215	0.8193	0.4081	0.7134	0.3913	0.0877	0.0055	0.1473	0.2612	35078
28	218631	1.4349	0.0744	0.5313	0.5032	0.5224	0.8070	0.4093	0.7079	0.3876	0.0826	0.0069	0.1436	0.2658	36330
29	226170	1.4257	0.0739	0.5282	0.5060	0.5244	0.7945	0.4144	0.7148	0.3987	0.0900	0.0060	0.1428	0.2721	37583
30	233709	1.4178	0.0733	0.5255	0.5084	0.5329	0.7816	0.4194	0.7231	0.4070	0.0923	0.0074	0.1494	0.2707	38837
31	241248	1.4090	0.0728	0.5226	0.5111	0.5310	0.7685	0.4143	0.7199	0.3982	0.0978	0.0055	0.1492	0.2657	40090
32	248787	1.3999	0.0721	0.5197	0.5137	0.5362	0.7551	0.4096	0.7120	0.3978	0.0840	0.0078	0.1445	0.2655	41342
33	256326	1.3905	0.0716	0.5163	0.5169	0.5413	0.7415	0.4090	0.7097	0.3992	0.0789	0.0051	0.1438	0.2651	42596
34	263865	1.3806	0.0710	0.5128	0.5200	0.5404	0.7276	0.4180	0.7236	0.4102	0.0937	0.0074	0.1491	0.2693	43849
35	271404	1.3740	0.0705	0.5108	0.5219	0.5400	0.7135	0.4129	0.7250	0.3992	0.0817	0.0051	0.1457	0.2674	45101
36	278943	1.3644	0.0699	0.5075	0.5248	0.5415	0.6992	0.4128	0.7120	0.4019	0.0988	0.0088	0.1397	0.2732	46353
37	286482	1.3553	0.0694	0.5043	0.5277	0.5482	0.6847	0.4150	0.7263	0.4029	0.0914	0.0065	0.1469	0.2686	47606
38	294021	1.3455	0.0686	0.5012	0.5305	0.5553	0.6700	0.4187	0.7157	0.4130	0.0923	0.0088	0.1474	0.2724	48859
39	301560	1.3375	0.0682	0.4983	0.5331	0.5518	0.6551	0.4117	0.7088	0.3959	0.0808	0.0042	0.1443	0.2684	50112
40	309099	1.3296	0.0678	0.4954	0.5356	0.5575	0.6401	0.4134	0.7167	0.4024	0.0900	0.0065	0.1434	0.2704	51364
41	316638	1.3202	0.0672	0.4922	0.5386	0.5551	0.6249	0.4168	0.7144	0.4084	0.0964	0.0055	0.1483	0.2692	52617
42	324177	1.3134	0.0667	0.4899	0.5405	0.5567	0.6097	0.4102	0.7074	0.3978	0.0835	0.0046	0.1440	0.2674	53870
43	331716	1.3045	0.0662	0.4869	0.5433	0.5606	0.5943	0.4190	0.7190	0.4209	0.0914	0.0069	0.1455	0.2746	55123
44	339255	1.2964	0.0657	0.4839	0.5459	0.5660	0.5788	0.4172	0.7139	0.4075	0.1048	0.0060	0.1472	0.2703	56377
45	346794	1.2887	0.0653	0.4812	0.5483	0.5703	0.5632	0.4147	0.7176	0.4079	0.0960	0.0069	0.1446	0.2705	57629
46	354333	1.2799	0.0647	0.4782	0.5511	0.5710	0.5476	0.4156	0.7171	0.4006	0.0941	0.0092	0.1451	0.2712	58882
47	361872	1.2724	0.0642	0.4756	0.5533	0.5770	0.5319	0.4200	0.7291	0.4112	0.1029	0.0037	0.1502	0.2704	60135
48	369411	1.2623	0.0637	0.4719	0.5566	0.5725	0.5162	0.4157	0.7084	0.4116	0.0955	0.0078	0.1431	0.2728	61390
49	376950	1.2541	0.0632	0.4691	0.5592	0.5803	0.5005	0.4159	0.7116	0.4093	0.1011	0.0078	0.1475	0.2684	62642
50	384489	1.2461	0.0627	0.4662	0.5617	0.5844	0.4848	0.4172	0.7070	0.4186	0.1015	0.0069	0.1458	0.2722	63894
51	392028	1.2378	0.0622	0.4633	0.5643	0.5819	0.4691	0.4145	0.7070	0.4121	0.0951	0.0102	0.1427	0.2717	65147
52	399567	1.2297	0.0617	0.4605	0.5667	0.5884	0.4534	0.4225	0.7144	0.4338	0.0937	0.0051	0.1478	0.2754	66399
53	407106	1.2178	0.0611	0.4561	0.5707	0.5844	0.4378	0.4132	0.7065	0.4019	0.0988	0.0051	0.1419	0.2722	67652
54	414645	1.2122	0.0607	0.4542	0.5724	0.5915	0.4222	0.4164	0.7084	0.4153	0.1020	0.0097	0.1417	0.2750	68904
55	422184	1.2059	0.0604	0.4519	0.5745	0.5930	0.4068	0.4249	0.7153	0.4241	0.1075	0.0088	0.1475	0.2783	70156
56	429723	1.1965	0.0599	0.4484	0.5775	0.5903	0.3914	0.4171	0.7139	0.4139	0.1034	0.0074	0.1463	0.2714	71410
57	437262	1.1891	0.0595	0.4459	0.5798	0.5967	0.3761	0.4197	0.7079	0.4139	0.1057	0.0129	0.1424	0.2775	72663
58	444801	1.1811	0.0590	0.4431	0.5823	0.6001	0.3609	0.4216	0.7093	0.4296	0.1057	0.0083	0.1472	0.2747	73914
59	452340	1.1753	0.0586	0.4411	0.5842	0.5994	0.3459	0.4218	0.7157	0.4204	0.1121	0.0111	0.1450	0.2772	75166
60	459879	1.1695	0.0583	0.4389	0.5860	0.6007	0.3310	0.4157	0.6973	0.4181	0.1048	0.0134	0.1420	0.2746	76439
